project_id,work_name,work_type,category,district_id,state_id,constituency_id,contractor_id,agency_id,recommendation_date,sanction_date,target_completion_date,status,project_latitude,project_longitude
MPLADS-002842,RO Water Plant at Ward-48,RO Water Plant,Drinking Water,DIST-0529,ST-15,PC-0777,CONT-0082,AGENCY-0982,2023-07-24,2023-08-08,2023-11-06,WORK_IN_PROGRESS,27.54586,90.29645
MPLADS-002843,Public Toilet Complex at Ward-89,Public Toilet Complex,Community Infrastructure,DIST-0129,ST-03,PC-0187,CONT-0238,AGENCY-0610,2023-02-20,2023-04-05,2023-08-03,WORK_IN_PROGRESS,24.85182,83.75016
MPLADS-002844,Farm Pond Renovation at Ward-91,Farm Pond Renovation,Irrigation & Agriculture,DIST-0481,ST-13,PC-0703,CONT-0272,AGENCY-1063,2023-09-16,2023-11-07,2024-04-15,WORK_IN_PROGRESS,9.08875,76.99545
MPLADS-002845,Primary Health Sub-Centre at Ward-07,Primary Health Sub-Centre,Public Health,DIST-0274,ST-07,PC-0401,CONT-0094,AGENCY-0568,2023-10-24,2023-11-24,2024-06-21,WORK_IN_PROGRESS,27.52492,74.11593
MPLADS-002846,Maternity Ward Facility at Ward-48,Maternity Ward Facility,Public Health,DIST-0051,ST-01,PC-0075,CONT-0019,AGENCY-0993,2023-09-09,2023-09-24,2024-04-21,WORK_IN_PROGRESS,29.77864,82.38697
MPLADS-002847,Smart Classroom Lab at Ward-66,Smart Classroom Lab,Education Infrastructure,DIST-0119,ST-03,PC-0172,CONT-0035,AGENCY-0868,2023-04-06,2023-04-25,2023-09-22,COMPLETED,26.38038,84.59027
MPLADS-002848,Solar Street Lighting at Ward-17,Solar Street Lighting,Renewable Energy,DIST-0248,ST-06,PC-0361,CONT-0274,AGENCY-0794,2022-10-22,2022-12-14,2023-02-12,WORK_IN_PROGRESS,10.02368,77.96474
MPLADS-002849,Lift Irrigation Scheme at Ward-16,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0160,ST-04,PC-0225,CONT-0318,AGENCY-0522,2023-02-08,2023-03-30,2023-09-06,WORK_IN_PROGRESS,23.50593,87.11122
MPLADS-002850,Check Dam at Ward-58,Check Dam,Irrigation & Agriculture,DIST-0584,ST-17,PC-0862,CONT-0231,AGENCY-1036,2022-02-03,2022-03-27,2022-09-03,WORK_IN_PROGRESS,18.87303,80.38783
MPLADS-002851,RO Water Plant at Ward-70,RO Water Plant,Drinking Water,DIST-0155,ST-04,PC-0218,CONT-0215,AGENCY-1090,2023-04-07,2023-06-04,2023-09-02,COMPLETED,23.80254,87.2959
MPLADS-002852,Yatri Shed at Ward-88,Yatri Shed,Community Infrastructure,DIST-0394,ST-10,PC-0570,CONT-0318,AGENCY-0574,2022-12-22,2023-01-09,2023-05-09,WORK_IN_PROGRESS,13.16961,77.73226
MPLADS-002853,Library Room at Ward-64,Library Room,Education Infrastructure,DIST-0319,ST-08,PC-0468,CONT-0169,AGENCY-0803,2023-06-21,2023-07-09,2023-12-06,WORK_IN_PROGRESS,16.71712,76.05486
MPLADS-002854,Solar Rooftop Panel at Ward-94,Solar Rooftop Panel,Renewable Energy,DIST-0324,ST-08,PC-0473,CONT-0271,AGENCY-0743,2022-02-17,2022-04-11,2022-06-10,WORK_IN_PROGRESS,12.5939,78.49428
MPLADS-002855,Public Toilet Complex at Ward-85,Public Toilet Complex,Community Infrastructure,DIST-0207,ST-05,PC-0300,CONT-0092,AGENCY-0679,2023-05-27,2023-07-24,2023-11-21,WORK_IN_PROGRESS,26.04492,78.32855
MPLADS-002856,Community Hall at Ward-85,Community Hall,Community Infrastructure,DIST-0095,ST-02,PC-0137,CONT-0258,AGENCY-0292,2023-04-20,2023-06-07,2023-10-05,WORK_IN_PROGRESS,16.49546,80.1904
MPLADS-002857,Solar High-Mast Light at Ward-45,Solar High-Mast Light,Renewable Energy,DIST-0475,ST-13,PC-0692,CONT-0019,AGENCY-1016,2022-07-22,2022-09-04,2022-11-03,WORK_IN_PROGRESS,10.16735,77.3646
MPLADS-002858,Smart Classroom Lab at Ward-41,Smart Classroom Lab,Education Infrastructure,DIST-0583,ST-17,PC-0861,CONT-0315,AGENCY-0278,2022-02-17,2022-04-13,2022-09-10,WORK_IN_PROGRESS,18.23561,81.89472
MPLADS-002859,Library Room at Ward-91,Library Room,Education Infrastructure,DIST-0395,ST-10,PC-0571,CONT-0254,AGENCY-0222,2022-06-05,2022-08-03,2022-12-31,WORK_IN_PROGRESS,17.07134,82.78328
MPLADS-002860,Maternity Ward Facility at Ward-80,Maternity Ward Facility,Public Health,DIST-0279,ST-07,PC-0408,CONT-0190,AGENCY-0587,2022-09-04,2022-10-18,2023-05-16,WORK_IN_PROGRESS,26.6821,69.79022
MPLADS-002861,Ambulance Vehicle at Ward-27,Ambulance Vehicle,Public Health,DIST-0302,ST-07,PC-0443,CONT-0040,AGENCY-0653,2023-05-30,2023-07-14,2024-02-09,WORK_IN_PROGRESS,25.0242,70.99873
MPLADS-002862,RO Water Plant at Ward-33,RO Water Plant,Drinking Water,DIST-0157,ST-04,PC-0221,CONT-0127,AGENCY-0687,2022-08-19,2022-09-12,2022-12-11,DELAYED,26.5337,87.81824
MPLADS-002863,Ayurvedic Dispensary at Ward-87,Ayurvedic Dispensary,Public Health,DIST-0230,ST-06,PC-0335,CONT-0082,AGENCY-1096,2022-04-06,2022-05-26,2022-12-22,WORK_IN_PROGRESS,8.32409,80.23791
MPLADS-002864,Paver Block Road at Ward-41,Paver Block Road,Roads & Bridges,DIST-0227,ST-05,PC-0331,CONT-0254,AGENCY-0871,2023-06-01,2023-07-16,2024-01-12,WORK_IN_PROGRESS,22.8662,77.65261
MPLADS-002865,Bituminous Road at Ward-82,Bituminous Road,Roads & Bridges,DIST-0434,ST-11,PC-0633,CONT-0139,AGENCY-0883,2023-10-19,2023-12-02,2024-05-30,WORK_IN_PROGRESS,18.72569,82.42321
MPLADS-002866,CC Road Construction at Ward-59,CC Road Construction,Roads & Bridges,DIST-0333,ST-08,PC-0486,CONT-0015,AGENCY-0800,2023-11-09,2024-01-03,2024-07-01,WORK_IN_PROGRESS,12.14319,76.76274
MPLADS-002867,Bituminous Road at Ward-89,Bituminous Road,Roads & Bridges,DIST-0567,ST-17,PC-0835,CONT-0257,AGENCY-0983,2023-11-21,2023-12-25,2024-06-22,WORK_IN_PROGRESS,22.45906,81.49673
MPLADS-002868,Deep Tube Well at Ward-85,Deep Tube Well,Drinking Water,DIST-0234,ST-06,PC-0340,CONT-0135,AGENCY-0979,2022-04-09,2022-05-21,2022-08-19,WORK_IN_PROGRESS,12.96118,77.47716
MPLADS-002869,RO Water Plant at Ward-96,RO Water Plant,Drinking Water,DIST-0412,ST-11,PC-0601,CONT-0188,AGENCY-0040,2022-04-08,2022-04-28,2022-07-27,COMPLETED,20.16705,86.0075
MPLADS-002870,RO Water Plant at Ward-62,RO Water Plant,Drinking Water,DIST-0344,ST-08,PC-0503,CONT-0187,AGENCY-0050,2022-07-19,2022-08-04,2022-11-02,WORK_IN_PROGRESS,16.06086,77.45653
MPLADS-002871,Maternity Ward Facility at Ward-94,Maternity Ward Facility,Public Health,DIST-0531,ST-15,PC-0780,CONT-0268,AGENCY-0680,2022-01-25,2022-03-10,2022-10-06,WORK_IN_PROGRESS,26.58876,93.16487
MPLADS-002872,Major River Overbridge at Ward-08,Major River Overbridge,Mega Infrastructure,DIST-0346,ST-08,PC-0505,CONT-0300,AGENCY-1022,2022-11-15,2022-12-24,2024-01-28,WORK_IN_PROGRESS,12.75584,78.24002
MPLADS-002873,Solar Rooftop Panel at Ward-92,Solar Rooftop Panel,Renewable Energy,DIST-0005,ST-01,PC-0007,CONT-0052,AGENCY-0992,2023-11-05,2023-12-02,2024-01-31,WORK_IN_PROGRESS,24.83372,80.63944
MPLADS-002874,Multi-Village Hospital Block at Ward-10,Multi-Village Hospital Block,Mega Infrastructure,DIST-0467,ST-12,PC-0682,CONT-0022,AGENCY-0588,2022-02-14,2022-03-12,2023-04-16,WORK_IN_PROGRESS,16.09223,77.33644
MPLADS-002875,Ayurvedic Dispensary at Ward-63,Ayurvedic Dispensary,Public Health,DIST-0387,ST-10,PC-0560,CONT-0072,AGENCY-1058,2023-06-10,2023-07-14,2024-02-09,WORK_IN_PROGRESS,17.58894,76.53859
MPLADS-002876,Check Dam at Ward-50,Check Dam,Irrigation & Agriculture,DIST-0514,ST-15,PC-0751,CONT-0027,AGENCY-0250,2023-02-14,2023-03-30,2023-09-06,WORK_IN_PROGRESS,27.93827,95.17312
MPLADS-002877,RO Water Plant at Ward-29,RO Water Plant,Drinking Water,DIST-0107,ST-02,PC-0152,CONT-0246,AGENCY-0420,2022-11-10,2022-12-24,2023-03-24,WORK_IN_PROGRESS,16.56567,80.0443
MPLADS-002878,Paver Block Road at Ward-20,Paver Block Road,Roads & Bridges,DIST-0529,ST-15,PC-0777,CONT-0107,AGENCY-0649,2022-06-08,2022-07-20,2023-01-16,COMPLETED,27.41573,90.2053
MPLADS-002879,Piped Water Network at Ward-23,Piped Water Network,Drinking Water,DIST-0601,ST-18,PC-0884,CONT-0115,AGENCY-0578,2022-02-11,2022-02-26,2022-05-27,COMPLETED,28.58301,76.58675
MPLADS-002880,Yatri Shed at Ward-75,Yatri Shed,Community Infrastructure,DIST-0480,ST-13,PC-0701,CONT-0070,AGENCY-0555,2023-03-03,2023-03-26,2023-07-24,WORK_IN_PROGRESS,9.56114,75.00451
MPLADS-002881,Yatri Shed at Ward-45,Yatri Shed,Community Infrastructure,DIST-0602,ST-18,PC-0885,CONT-0200,AGENCY-0050,2022-01-03,2022-02-18,2022-06-18,WORK_IN_PROGRESS,28.70307,74.92145
MPLADS-002882,Crematorium Shed at Ward-34,Crematorium Shed,Community Infrastructure,DIST-0456,ST-12,PC-0665,CONT-0011,AGENCY-1142,2022-06-04,2022-08-01,2022-11-29,WORK_IN_PROGRESS,15.71629,77.75299
MPLADS-002883,Crematorium Shed at Ward-79,Crematorium Shed,Community Infrastructure,DIST-0049,ST-01,PC-0071,CONT-0041,AGENCY-1065,2023-08-19,2023-09-26,2024-01-24,WORK_IN_PROGRESS,28.55381,83.28384
MPLADS-002884,Paver Block Road at Ward-95,Paver Block Road,Roads & Bridges,DIST-0597,ST-17,PC-0878,CONT-0293,AGENCY-1116,2023-04-28,2023-05-14,2023-11-10,COMPLETED,21.74572,80.34834
MPLADS-002885,School Boundary Wall at Ward-65,School Boundary Wall,Education Infrastructure,DIST-0486,ST-14,PC-0709,CONT-0306,AGENCY-0079,2022-06-15,2022-08-04,2023-01-01,WORK_IN_PROGRESS,23.08669,85.38628
MPLADS-002886,Community Hall at Ward-03,Community Hall,Community Infrastructure,DIST-0209,ST-05,PC-0302,CONT-0083,AGENCY-0004,2023-07-05,2023-08-31,2023-12-29,WORK_IN_PROGRESS,23.83652,81.01655
MPLADS-002887,Ayurvedic Dispensary at Ward-70,Ayurvedic Dispensary,Public Health,DIST-0071,ST-01,PC-0103,CONT-0266,AGENCY-1024,2022-07-09,2022-08-01,2023-02-27,WORK_IN_PROGRESS,24.25413,77.84506
MPLADS-002888,Library Room at Ward-59,Library Room,Education Infrastructure,DIST-0084,ST-02,PC-0124,CONT-0155,AGENCY-0130,2022-10-26,2022-12-20,2023-05-19,WORK_IN_PROGRESS,18.59642,77.96123
MPLADS-002889,Yatri Shed at Ward-51,Yatri Shed,Community Infrastructure,DIST-0080,ST-02,PC-0117,CONT-0231,AGENCY-0754,2023-04-26,2023-05-27,2023-09-24,WORK_IN_PROGRESS,19.19464,73.25947
MPLADS-002890,Maternity Ward Facility at Ward-82,Maternity Ward Facility,Public Health,DIST-0532,ST-15,PC-0781,CONT-0016,AGENCY-0330,2022-12-27,2023-02-08,2023-09-06,WORK_IN_PROGRESS,24.2467,92.36148
MPLADS-002891,Major River Overbridge at Ward-21,Major River Overbridge,Mega Infrastructure,DIST-0109,ST-02,PC-0156,CONT-0243,AGENCY-1031,2023-11-30,2024-01-24,2025-02-27,WORK_IN_PROGRESS,15.72358,73.42596
MPLADS-002892,School Boundary Wall at Ward-97,School Boundary Wall,Education Infrastructure,DIST-0294,ST-07,PC-0430,CONT-0312,AGENCY-0568,2022-01-03,2022-02-26,2022-07-26,WORK_IN_PROGRESS,26.93708,73.21069
MPLADS-002893,Community Hall at Ward-42,Community Hall,Community Infrastructure,DIST-0274,ST-07,PC-0401,CONT-0268,AGENCY-0415,2023-10-06,2023-11-19,2024-03-18,WORK_IN_PROGRESS,27.63695,74.05482
MPLADS-002894,Solar Street Lighting at Ward-24,Solar Street Lighting,Renewable Energy,DIST-0046,ST-01,PC-0068,CONT-0241,AGENCY-0230,2022-12-27,2023-02-13,2023-04-14,WORK_IN_PROGRESS,25.8801,83.33518
MPLADS-002895,Solar High-Mast Light at Ward-40,Solar High-Mast Light,Renewable Energy,DIST-0164,ST-04,PC-0232,CONT-0038,AGENCY-0128,2022-03-11,2022-04-10,2022-06-09,WORK_IN_PROGRESS,24.55139,86.24712
MPLADS-002896,Farm Pond Renovation at Ward-39,Farm Pond Renovation,Irrigation & Agriculture,DIST-0579,ST-17,PC-0855,CONT-0055,AGENCY-0633,2022-09-06,2022-10-18,2023-03-27,WORK_IN_PROGRESS,18.5544,82.12555
MPLADS-002897,Public Toilet Complex at Ward-09,Public Toilet Complex,Community Infrastructure,DIST-0618,ST-18,PC-0910,CONT-0057,AGENCY-0696,2022-09-24,2022-10-29,2023-02-26,WORK_IN_PROGRESS,27.71842,75.51162
MPLADS-002898,Check Dam at Ward-67,Check Dam,Irrigation & Agriculture,DIST-0119,ST-03,PC-0173,CONT-0226,AGENCY-1161,2023-01-21,2023-02-22,2023-08-01,WORK_IN_PROGRESS,26.39108,84.59267
MPLADS-002899,Solar Rooftop Panel at Ward-73,Solar Rooftop Panel,Renewable Energy,DIST-0105,ST-02,PC-0150,CONT-0178,AGENCY-0924,2022-03-30,2022-04-27,2022-06-26,WORK_IN_PROGRESS,16.82211,80.10503
MPLADS-002900,Culvert Bridge at Ward-01,Culvert Bridge,Roads & Bridges,DIST-0079,ST-02,PC-0115,CONT-0141,AGENCY-0461,2023-06-27,2023-08-07,2024-02-03,WORK_IN_PROGRESS,20.64043,78.76305
MPLADS-002901,CC Road Construction at Ward-93,CC Road Construction,Roads & Bridges,DIST-0534,ST-15,PC-0783,CONT-0144,AGENCY-1020,2023-09-27,2023-10-13,2024-04-10,DELAYED,25.17116,95.6537
MPLADS-002902,Paver Block Road at Ward-19,Paver Block Road,Roads & Bridges,DIST-0428,ST-11,PC-0624,CONT-0228,AGENCY-1022,2022-08-03,2022-09-15,2023-03-14,COMPLETED,20.99823,81.80317
MPLADS-002903,District Sports Complex at Ward-63,District Sports Complex,Mega Infrastructure,DIST-0317,ST-08,PC-0465,CONT-0171,AGENCY-0749,2022-08-10,2022-09-16,2023-10-21,WORK_IN_PROGRESS,16.95783,75.98867
MPLADS-002904,Solar Street Lighting at Ward-39,Solar Street Lighting,Renewable Energy,DIST-0327,ST-08,PC-0478,CONT-0110,AGENCY-0195,2022-02-28,2022-03-17,2022-05-16,WORK_IN_PROGRESS,14.09934,77.07143
MPLADS-002905,District Sports Complex at Ward-57,District Sports Complex,Mega Infrastructure,DIST-0121,ST-03,PC-0176,CONT-0143,AGENCY-0569,2023-05-23,2023-06-23,2024-07-27,DELAYED,27.27128,87.21261
MPLADS-002906,RO Water Plant at Ward-56,RO Water Plant,Drinking Water,DIST-0101,ST-02,PC-0145,CONT-0051,AGENCY-0340,2023-10-23,2023-12-06,2024-03-05,WORK_IN_PROGRESS,18.61528,74.64695
MPLADS-002907,Ayurvedic Dispensary at Ward-33,Ayurvedic Dispensary,Public Health,DIST-0583,ST-17,PC-0861,CONT-0274,AGENCY-0522,2023-02-17,2023-04-16,2023-11-12,WORK_IN_PROGRESS,18.20028,81.94984
MPLADS-002908,Primary Health Sub-Centre at Ward-79,Primary Health Sub-Centre,Public Health,DIST-0174,ST-05,PC-0246,CONT-0193,AGENCY-0799,2023-04-24,2023-05-09,2023-12-05,WORK_IN_PROGRESS,21.76483,77.68668
MPLADS-002909,Bituminous Road at Ward-12,Bituminous Road,Roads & Bridges,DIST-0392,ST-10,PC-0567,CONT-0224,AGENCY-0421,2022-10-04,2022-11-09,2023-05-08,WORK_IN_PROGRESS,17.81004,81.98019
MPLADS-002910,Multi-Village Hospital Block at Ward-51,Multi-Village Hospital Block,Mega Infrastructure,DIST-0166,ST-04,PC-0236,CONT-0116,AGENCY-1223,2023-02-06,2023-03-08,2024-04-11,WORK_IN_PROGRESS,24.17703,87.1134
MPLADS-002911,Major River Overbridge at Ward-79,Major River Overbridge,Mega Infrastructure,DIST-0619,ST-18,PC-0912,CONT-0013,AGENCY-0761,2023-02-23,2023-04-17,2024-05-21,WORK_IN_PROGRESS,30.68878,75.61493
MPLADS-002912,Piped Water Network at Ward-26,Piped Water Network,Drinking Water,DIST-0136,ST-03,PC-0195,CONT-0074,AGENCY-0292,2023-08-09,2023-09-16,2023-12-15,WORK_IN_PROGRESS,25.26436,85.62984
MPLADS-002913,Deep Tube Well at Ward-14,Deep Tube Well,Drinking Water,DIST-0103,ST-02,PC-0147,CONT-0296,AGENCY-1001,2022-05-16,2022-06-25,2022-09-23,COMPLETED,17.42514,76.99358
MPLADS-002914,Deep Tube Well at Ward-25,Deep Tube Well,Drinking Water,DIST-0340,ST-08,PC-0497,CONT-0069,AGENCY-0733,2023-07-11,2023-08-21,2023-11-19,DELAYED,18.3797,76.00483
MPLADS-002915,Maternity Ward Facility at Ward-89,Maternity Ward Facility,Public Health,DIST-0362,ST-09,PC-0525,CONT-0147,AGENCY-0631,2022-05-04,2022-06-05,2023-01-01,WORK_IN_PROGRESS,21.59604,70.05055
MPLADS-002916,Check Dam at Ward-45,Check Dam,Irrigation & Agriculture,DIST-0013,ST-01,PC-0019,CONT-0083,AGENCY-0965,2022-07-21,2022-09-10,2023-02-17,COMPLETED,25.825,77.76785
MPLADS-002917,CC Road Construction at Ward-16,CC Road Construction,Roads & Bridges,DIST-0349,ST-09,PC-0508,CONT-0169,AGENCY-0512,2022-01-30,2022-02-25,2022-08-24,WORK_IN_PROGRESS,20.82486,69.2915
MPLADS-002918,Solar Rooftop Panel at Ward-93,Solar Rooftop Panel,Renewable Energy,DIST-0196,ST-05,PC-0282,CONT-0179,AGENCY-0030,2022-01-29,2022-02-28,2022-04-29,COMPLETED,24.56483,75.68964
MPLADS-002919,Community Hall at Ward-70,Community Hall,Community Infrastructure,DIST-0064,ST-01,PC-0093,CONT-0299,AGENCY-0031,2022-03-20,2022-04-11,2022-08-09,WORK_IN_PROGRESS,26.20674,83.39179
MPLADS-002920,Paver Block Road at Ward-74,Paver Block Road,Roads & Bridges,DIST-0588,ST-17,PC-0868,CONT-0237,AGENCY-0441,2022-05-26,2022-07-18,2023-01-14,WORK_IN_PROGRESS,23.89926,81.76302
MPLADS-002921,Primary Health Sub-Centre at Ward-93,Primary Health Sub-Centre,Public Health,DIST-0138,ST-03,PC-0198,CONT-0213,AGENCY-1094,2022-05-15,2022-07-10,2023-02-05,WORK_IN_PROGRESS,25.01662,86.32612
MPLADS-002922,Major River Overbridge at Ward-16,Major River Overbridge,Mega Infrastructure,DIST-0357,ST-09,PC-0518,CONT-0072,AGENCY-0683,2022-11-16,2022-12-01,2024-01-05,WORK_IN_PROGRESS,22.91857,70.50082
MPLADS-002923,Check Dam at Ward-25,Check Dam,Irrigation & Agriculture,DIST-0544,ST-16,PC-0798,CONT-0232,AGENCY-1053,2022-08-27,2022-09-28,2023-03-07,WORK_IN_PROGRESS,31.32836,74.71626
MPLADS-002924,Smart Classroom Lab at Ward-36,Smart Classroom Lab,Education Infrastructure,DIST-0226,ST-05,PC-0330,CONT-0265,AGENCY-0578,2023-10-15,2023-12-12,2024-05-10,WORK_IN_PROGRESS,23.57916,77.40531
MPLADS-002925,Public Toilet Complex at Ward-04,Public Toilet Complex,Community Infrastructure,DIST-0262,ST-06,PC-0382,CONT-0220,AGENCY-1044,2023-05-20,2023-07-03,2023-10-31,WORK_IN_PROGRESS,12.75829,79.78273
MPLADS-002926,Primary Health Sub-Centre at Ward-44,Primary Health Sub-Centre,Public Health,DIST-0340,ST-08,PC-0497,CONT-0081,AGENCY-0474,2023-09-30,2023-11-25,2024-06-22,WORK_IN_PROGRESS,18.30988,76.09278
MPLADS-002927,Solar Street Lighting at Ward-38,Solar Street Lighting,Renewable Energy,DIST-0490,ST-14,PC-0715,CONT-0058,AGENCY-1214,2022-10-21,2022-11-28,2023-01-27,WORK_IN_PROGRESS,24.32833,84.99928
MPLADS-002928,School Additional Classroom at Ward-83,School Additional Classroom,Education Infrastructure,DIST-0296,ST-07,PC-0433,CONT-0268,AGENCY-0984,2023-11-25,2023-12-20,2024-05-18,WORK_IN_PROGRESS,26.19504,76.39595
MPLADS-002929,Culvert Bridge at Ward-67,Culvert Bridge,Roads & Bridges,DIST-0543,ST-16,PC-0797,CONT-0013,AGENCY-0274,2023-06-22,2023-08-11,2024-02-07,COMPLETED,31.5881,75.50771
MPLADS-002930,Check Dam at Ward-04,Check Dam,Irrigation & Agriculture,DIST-0240,ST-06,PC-0349,CONT-0028,AGENCY-0588,2023-08-19,2023-10-12,2024-03-20,WORK_IN_PROGRESS,13.47983,79.47313
MPLADS-002931,CC Road Construction at Ward-10,CC Road Construction,Roads & Bridges,DIST-0054,ST-01,PC-0080,CONT-0243,AGENCY-0785,2023-07-24,2023-09-01,2024-02-28,WORK_IN_PROGRESS,26.58329,78.58515
MPLADS-002932,Paver Block Road at Ward-03,Paver Block Road,Roads & Bridges,DIST-0216,ST-05,PC-0314,CONT-0246,AGENCY-0285,2023-06-30,2023-07-29,2024-01-25,DELAYED,25.42561,80.04695
MPLADS-002933,School Additional Classroom at Ward-25,School Additional Classroom,Education Infrastructure,DIST-0089,ST-02,PC-0129,CONT-0011,AGENCY-0597,2023-09-17,2023-10-17,2024-03-15,WORK_IN_PROGRESS,17.79569,72.6182
MPLADS-002934,Smart Classroom Lab at Ward-48,Smart Classroom Lab,Education Infrastructure,DIST-0114,ST-03,PC-0164,CONT-0253,AGENCY-0623,2022-02-28,2022-04-20,2022-09-17,WORK_IN_PROGRESS,24.64087,85.27765
MPLADS-002935,Crematorium Shed at Ward-66,Crematorium Shed,Community Infrastructure,DIST-0592,ST-17,PC-0872,CONT-0297,AGENCY-0427,2023-05-31,2023-07-14,2023-11-11,COMPLETED,23.45014,81.81746
MPLADS-002936,Multi-Village Hospital Block at Ward-37,Multi-Village Hospital Block,Mega Infrastructure,DIST-0596,ST-17,PC-0877,CONT-0174,AGENCY-0379,2022-10-01,2022-11-18,2023-12-23,WORK_IN_PROGRESS,21.73215,82.95367
MPLADS-002937,Smart Classroom Lab at Ward-84,Smart Classroom Lab,Education Infrastructure,DIST-0563,ST-16,PC-0827,CONT-0262,AGENCY-0817,2023-01-02,2023-01-22,2023-06-21,WORK_IN_PROGRESS,32.00544,74.44703
MPLADS-002938,RO Water Plant at Ward-92,RO Water Plant,Drinking Water,DIST-0287,ST-07,PC-0421,CONT-0180,AGENCY-0622,2022-12-21,2023-01-09,2023-04-09,WORK_IN_PROGRESS,28.41911,76.49436
MPLADS-002939,Ayurvedic Dispensary at Ward-44,Ayurvedic Dispensary,Public Health,DIST-0260,ST-06,PC-0379,CONT-0290,AGENCY-1154,2023-10-23,2023-11-28,2024-06-25,WORK_IN_PROGRESS,11.10306,78.30402
MPLADS-002940,Crematorium Shed at Ward-89,Crematorium Shed,Community Infrastructure,DIST-0447,ST-12,PC-0650,CONT-0139,AGENCY-0755,2022-06-25,2022-08-03,2022-12-01,WORK_IN_PROGRESS,17.69145,77.76701
MPLADS-002941,Paver Block Road at Ward-01,Paver Block Road,Roads & Bridges,DIST-0250,ST-06,PC-0364,CONT-0005,AGENCY-1123,2022-11-23,2023-01-04,2023-07-03,WORK_IN_PROGRESS,10.0164,78.36743
MPLADS-002942,School Boundary Wall at Ward-42,School Boundary Wall,Education Infrastructure,DIST-0217,ST-05,PC-0316,CONT-0185,AGENCY-1202,2023-07-21,2023-08-23,2024-01-20,WORK_IN_PROGRESS,23.26879,75.54704
MPLADS-002943,Maternity Ward Facility at Ward-57,Maternity Ward Facility,Public Health,DIST-0385,ST-10,PC-0557,CONT-0156,AGENCY-1223,2022-07-22,2022-09-06,2023-04-04,WORK_IN_PROGRESS,12.79942,79.40587
MPLADS-002944,Piped Water Network at Ward-34,Piped Water Network,Drinking Water,DIST-0078,ST-02,PC-0113,CONT-0111,AGENCY-0721,2023-03-17,2023-05-05,2023-08-03,WORK_IN_PROGRESS,19.39778,77.75614
MPLADS-002945,Solar Rooftop Panel at Ward-02,Solar Rooftop Panel,Renewable Energy,DIST-0524,ST-15,PC-0769,CONT-0063,AGENCY-0263,2022-02-18,2022-03-25,2022-05-24,COMPLETED,25.31086,91.92156
MPLADS-002946,Culvert Bridge at Ward-30,Culvert Bridge,Roads & Bridges,DIST-0038,ST-01,PC-0056,CONT-0139,AGENCY-0105,2023-04-10,2023-05-06,2023-11-02,WORK_IN_PROGRESS,28.04444,77.67598
MPLADS-002947,Maternity Ward Facility at Ward-14,Maternity Ward Facility,Public Health,DIST-0339,ST-08,PC-0494,CONT-0191,AGENCY-0869,2022-02-11,2022-04-05,2022-11-01,COMPLETED,16.45351,76.7217
MPLADS-002948,Check Dam at Ward-04,Check Dam,Irrigation & Agriculture,DIST-0527,ST-15,PC-0774,CONT-0151,AGENCY-1073,2023-02-21,2023-04-21,2023-09-28,WORK_IN_PROGRESS,25.57372,91.55761
MPLADS-002949,Solar Rooftop Panel at Ward-75,Solar Rooftop Panel,Renewable Energy,DIST-0061,ST-01,PC-0089,CONT-0266,AGENCY-0050,2022-12-10,2023-01-05,2023-03-06,DELAYED,30.46992,78.10462
MPLADS-002950,Farm Pond Renovation at Ward-86,Farm Pond Renovation,Irrigation & Agriculture,DIST-0169,ST-04,PC-0240,CONT-0041,AGENCY-0448,2022-05-18,2022-06-10,2022-11-17,DELAYED,25.51589,87.37716
MPLADS-002951,Smart Classroom Lab at Ward-72,Smart Classroom Lab,Education Infrastructure,DIST-0391,ST-10,PC-0565,CONT-0079,AGENCY-1019,2022-07-14,2022-08-28,2023-01-25,WORK_IN_PROGRESS,15.0233,83.35701
MPLADS-002952,Solar Rooftop Panel at Ward-32,Solar Rooftop Panel,Renewable Energy,DIST-0560,ST-16,PC-0822,CONT-0214,AGENCY-0099,2023-11-03,2023-12-23,2024-02-21,COMPLETED,30.44601,75.53708
MPLADS-002953,Multi-Village Hospital Block at Ward-45,Multi-Village Hospital Block,Mega Infrastructure,DIST-0429,ST-11,PC-0625,CONT-0203,AGENCY-0210,2022-05-17,2022-06-30,2023-08-04,WORK_IN_PROGRESS,22.2335,84.54155
MPLADS-002954,School Additional Classroom at Ward-76,School Additional Classroom,Education Infrastructure,DIST-0028,ST-01,PC-0040,CONT-0306,AGENCY-0499,2022-08-18,2022-09-16,2023-02-13,WORK_IN_PROGRESS,27.94045,83.4969
MPLADS-002955,Crematorium Shed at Ward-06,Crematorium Shed,Community Infrastructure,DIST-0465,ST-12,PC-0679,CONT-0034,AGENCY-0879,2022-08-08,2022-09-15,2023-01-13,COMPLETED,17.31503,81.37777
MPLADS-002956,Solar High-Mast Light at Ward-83,Solar High-Mast Light,Renewable Energy,DIST-0397,ST-10,PC-0576,CONT-0283,AGENCY-0331,2022-11-27,2022-12-27,2023-02-25,WORK_IN_PROGRESS,15.83495,78.79858
MPLADS-002957,Solar High-Mast Light at Ward-87,Solar High-Mast Light,Renewable Energy,DIST-0228,ST-06,PC-0332,CONT-0141,AGENCY-0786,2023-05-23,2023-07-07,2023-09-05,COMPLETED,12.39694,78.90726
